n1,n2,edge_dir
"2,5-Dimethoxyphenol","2-Allyl-1,4-dimethoxybenzene ",1
"2,5-Dimethoxyphenol",2-Hydroxy-3-methylbutyric acid,1
"2,5-Dimethoxyphenol","3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino",1
"2,5-Dimethoxyphenol",L-Valyl-L-leucine,1
"2,5-Dimethoxyphenol",Syringaldehyde,1
"2-Allyl-1,4-dimethoxybenzene ",3-Hexenedioic acid,1
"2-Allyl-1,4-dimethoxybenzene ",4-Pyridinol,1
"2-Allyl-1,4-dimethoxybenzene ",Syringaldehyde,1
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",Cyclohexanecarboxylic acid,1
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester","Hexadecanoic acid, 4-hydroxybutyl ester",1
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",Methyl stearate,1
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",Myristic acid,1
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",Nonadecanoic acid,1
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",Pentanoic acid,1
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester","Propanoic acid, 2-hydroxy-3-phosphate-",1
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",Tetrahydrogeranyl formate,1
3-Hexenedioic acid,5-Hydroxymethyl-2-furoic acid,1
3-Hexenedioic acid,beta-Arabinopyranose,1
3-Hexenedioic acid,L-5-Oxoproline,1
3-Hexenedioic acid,L-Valyl-L-leucine,1
3-Hexenedioic acid,Syringaldehyde,1
Methyl stearate,6-Hydroxyhexanoic acid,1
Methyl stearate,Pentadecanoic acid,1
Methyl stearate,Tetrahydrogeranyl formate,1
2-Ethylhexanoic acid,D-Mannopyranose,-1
2-Ethylhexanoic acid,Phenol,1
pyrazole,Isonicotinic Acid,1
beta-Alanine,L-Glutamic acid,1
beta-Alanine,N-Acetyl-L-glutamic acid,1
beta-Alanine,Pantothenic acid ,1
beta-Alanine,Thymidine,1
Kojic acid,4-Hydroxybenzoic acid,1
L-5-Oxoproline,L-(-)-Sorbofuranose,1
L-5-Oxoproline,L-Glutamic acid,1
L-5-Oxoproline,Pantothenic acid ,1
L-5-Oxoproline,Syringic acid,-1
Niacin,Niacinamide,1
Niacin,3-(3-Hydroxyphenyl)propanoic acid,-1
Niacin,L-(-)-Sorbofuranose,1
Niacin,N-Acetyl-L-glutamic acid,1
Phenol,Xanthine,1
Phenol,2-tert-Butyl-4-ethylphenol ,1
Phenol,Cholesterol,1
Phenol,"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl",1
Syringaldehyde,"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino",1
Syringaldehyde,beta-D-(-)-Ribopyranose,1
Syringaldehyde,"D-(+)-Ribono-1,4-lactone ",1
Syringaldehyde,"Erythrono-1,4-lactone",1
Syringaldehyde,L-Valyl-L-leucine,1
Syringaldehyde,"Propanoic acid, 2-oxo",1
11-Methyldodecanol,D-(+)-Talofuranose,-1
11-Methyldodecanol,"Guanidine, N,N-dimethyl",1
11-Methyldodecanol,"Hexadecanoic acid, 4-hydroxybutyl ester",1
1-Dodecanol,2'-Deoxyribolactone,1
1-Dodecanol,3-Deoxyhexitol,1
1-Dodecanol,D-Arabinose,-1
1-Dodecanol,"Hexadecanoic acid, 4-hydroxybutyl ester",1
1-Dodecanol,Undecanoic acid,1
Benzoic Acid,13-Docosenamide,1
Benzoic Acid,Arachidic acid,1
Benzoic Acid,Pentanoic acid,1
Benzoic Acid,"Propane, 2-methyl",1
Benzoic Acid,Pyridoxic acid,1
Benzoic Acid,Stearic acid,1
D-Allofuranose,Octadecyl octyl ether,1
"Hexadecanoic acid, ethyl ester",2'-Deoxyribolactone,1
"Hexadecanoic acid, ethyl ester",2-Hydroxy-3-methylbutyric acid,1
"Hexadecanoic acid, ethyl ester",Octadecyl octyl ether,1
"Hexadecanoic acid, ethyl ester",Pentadecanoic acid,1
L-Valyl-L-leucine,3-(3-Hydroxyphenyl)propanoic acid,-1
L-Valyl-L-leucine,Cyclohexanemethanol,-1
L-Valyl-L-leucine,"Xylonic acid, delta-lactone",1
2-Piperidinone,5-Aminovaleric acid,1
2-Piperidinone,Butanedioic acid,1
2-Piperidinone,N-Acetyl-L-glutamic acid,-1
2-Piperidinone,"Thymine, 1,3-dimethyl-6-hydroxymethyl",-1
N-Ethyldiethanolamine,N-Methyl-alpha-aminoisobutyric acid,1
N-Ethyldiethanolamine,5-Methyluridine,1
N-Ethyldiethanolamine,D-(+)-Glucosamine,1
Valylvaline,3-Undecene,-1
3-Buten-2-one,Hydroquinone,1
Oxalic acid,"2-Furanacetaldehyde, tetrahydro-alpha",-1
5-Aminovaleric acid,"beta-D-Galactopyranoside, methyl-, acetate",-1
D-Ribose,L-Glutamine,-1
D-Ribose,alpha-Ketoisovaleric acid,-1
Dodecanamide,"2',2,3,6'-Tetramethoxychalcone",1
Dodecanamide,3-(3-Hydroxyphenyl)propanoic acid,-1
D-(-)-Ribofuranose,Lignoceric acid,-1
1-Tetradecanol,"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl",1
1-Tetradecanol,"Hexadecanoic acid, 4-hydroxybutyl ester",1
1-Tetradecanol,Palmitic Acid,1
Pyrogallol,Xanthine,1
Pyrogallol,"Hexadecanoic acid, 4-hydroxybutyl ester",1
Tripropylene glycol monomethyl ether,Isonicotinic Acid,1
Supraene,Myristic acid,1
6-Hydroxyhexanoic acid,2-Hydroxy-3-methylbutyric acid,1
6-Hydroxyhexanoic acid,"beta-D-Galactopyranoside, methyl-, acetate",1
Isopropyl palmitate,1-Octadecanol,1
Isopropyl palmitate,L-(+)-Lactic acid,1
Octanoic acid,Decanoic acid,1
Pentadecanoic acid,1-Monopalmitin,1
Pentadecanoic acid,Arachidic acid,1
Pentadecanoic acid,Cyclohexanecarboxylic acid,1
Pentadecanoic acid,"Hexadecanoic acid, methyl ester",1
Pentadecanoic acid,Myristic acid,1
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,2'-Deoxyribolactone,1
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,4-Hydroxybutanoic acid,1
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,Pimelic acid,1
"2,3-Butanediol",Pimelic acid,1
L-Glutamic acid,"2,6-Di-O-methyl-d-galactopyranose",-1
L-Glutamic acid,"2-Pentenedioic acid, 2-hydroxy-",1
L-Glutamic acid,3-(3-Hydroxyphenyl)propanoic acid,-1
L-Glutamic acid,Cyclohexanemethanol,-1
L-Glutamic acid,L-(-)-Sorbofuranose,1
L-Glutamic acid,N-Acetyl-L-glutamic acid,1
L-Glutamic acid,Pantothenic acid ,1
L-Glutamic acid,Syringic acid,-1
D-Arabinose,"Hexadecanoic acid, 4-hydroxybutyl ester",-1
D-Arabinose,Lignoceric acid,-1
D-Arabinose,Pentanoic acid,-1
L-Rhamnose,L-(-)-Sorbofuranose,-1
L-Rhamnose,"Propanoic acid, 2-oxo",1
"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",d-Erythrotetrofuranose,1
"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",Octadecyl octyl ether,1
Monomethyl succinate,1-Octanol,1
Monomethyl succinate,4-Hydroxybenzaldehyde,-1
Monomethyl succinate,L-(-)-Sorbofuranose,-1
N-(2-hydroxyethyl)-succinimide,Phloretic acid,1
Cyclohexanecarboxylic acid,4-Methyl-5-thiazoleethanol,1
Cyclohexanecarboxylic acid,Cyclo(L-prolyl-L-valine),1
Cyclohexanecarboxylic acid,"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl",1
Cyclohexanecarboxylic acid,"Inosose-2, myo",1
Cyclohexanecarboxylic acid,Nonanoic acid,1
alpha-Ketoisovaleric acid,3-O-methyl-beta-D-Glucopyranose,1
"D-(+)-Ribono-1,4-lactone ",N-Acetylglucosamine,1
"D-(+)-Ribono-1,4-lactone ","(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile",1
"D-(+)-Ribono-1,4-lactone ",Sebacic acid,-1
4-hydroxy-3-penten-2-one,4-Pyridinol,1
Thr-Leu,Niacinamide,1
Thr-Leu,N-Methyl-alpha-aminoisobutyric acid,1
Thr-Leu,L-(+)-Lactic acid,-1
Thr-Leu,Pimelic acid,-1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-","2,3-Dihydroxy-2-methylpropanoic acid",-1
"2',2,3,6'-Tetramethoxychalcone","beta-D-Galactopyranoside, methyl-, acetate",1
"2',2,3,6'-Tetramethoxychalcone",Glycolic acid,1
"2',2,3,6'-Tetramethoxychalcone",Pyridoxic acid,1
"2',2,3,6'-Tetramethoxychalcone",Xylazine,1
D-(+)-Talofuranose,Decanoic acid,-1
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester","Guanidine, N,N-dimethyl",1
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester",Myristic acid,1
Heptadecanoic acid,Pentanoic acid,1
Heptadecanoic acid,Sebacic acid,1
Nonadecanoic acid,Sebacic acid,1
9H-Purin-6-ol,N-Methyl-alpha-aminoisobutyric acid,1
9H-Purin-6-ol,9-Octadecenamide,-1
9H-Purin-6-ol,Dihydrouracil,1
9H-Purin-6-ol,Levulinic acid,-1
9H-Purin-6-ol,Pimelic acid,-1
9H-Purin-6-ol,"Thymidine, 5'-phosphate",1
D-(+)-Glucosamine,"1,5-Anhydroglucitol",1
D-(+)-Glucosamine,1-Hexanol,1
D-(+)-Glucosamine,4-Hydroxybenzaldehyde,1
D-(+)-Glucosamine,Aconitic acid,1
D-(+)-Glucosamine,Butanedioic acid,-1
D-(+)-Glucosamine,Pantothenic acid ,1
D-(+)-Glucosamine,trans-Coniferryl alchool,1
Hydracrylic acid,5-Methyluridine,1
Hydracrylic acid,Dihydrouracil,1
Hydracrylic acid,L-(-)-Sorbofuranose,1
L-Threonine,Myristic acid,-1
L-Threonine,Tyrosine,1
N-Acetyl-L-glutamic acid,Niacinamide,1
N-Acetyl-L-glutamic acid,3-(3-Hydroxyphenyl)propanoic acid,-1
N-Acetyl-L-glutamic acid,Cyclohexanemethanol,-1
Undecanoic acid,Nonanoic acid,1
Uracil,Xanthine,-1
5-Hydroxymethyl-2-furoic acid,"1,5-Anhydroglucitol",1
5-Hydroxymethyl-2-furoic acid,3-O-methyl-beta-D-Glucopyranose,1
5-Hydroxymethyl-2-furoic acid,Levoglucosan,-1
5-Hydroxymethyl-2-furoic acid,phenoxyethanol,1
4-Hydroxybenzoic acid,L-Norvaline,1
4-Hydroxybenzoic acid,N-Methyl-alpha-aminoisobutyric acid,1
4-Hydroxybenzoic acid,1-Octanol,-1
"Dimethyl hexopyranosiduronate, alpha-D",Cholesterol,1
Pantothenic acid ,"2-Pentenedioic acid, 2-hydroxy-",1
Pantothenic acid ,L-(-)-Sorbofuranose,1
Pantothenic acid ,Sebacic acid,1
Argininosuccinic acid,2-Hydroxy-3-methylbutyric acid,1
Argininosuccinic acid,"Hexadecanoic acid, tetradecyl ester",1
Arachidic acid,Palmitic Acid,1
Arachidic acid,Sebacic acid,1
Cyclohexanol,"Hexadecanoic acid, 4-hydroxybutyl ester",1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)","2,5-Di-tert-butyl-4-hydroxyphenol",1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",3-Methyl-2-furoic acid,-1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",3-Undecene,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",d-Erythrotetrofuranose,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)","Guanidine, N,N-dimethyl",1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",Pimelic acid,1
Trisaminol,2'-Deoxyribolactone,1
Monolaurin,"2,5-Dimethoxybenzhydrazide",1
Monolaurin,beta-Arabinopyranose,1
Monolaurin,Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside,1
Monolaurin,"Xylonic acid, delta-lactone",1
Monolaurin,Xylose,1
9-Octadecenamide,5-Methyluridine,-1
Methyl beta-Arabinofuranoside,"Hexadecanoic acid, tetradecyl ester",-1
Serine,"2-Furanacetaldehyde, tetrahydro-alpha",-1
Serine,L-Leucine,1
Serine,Phenylalanine,1
Isocitric acid lactone,Norketamine,1
Picolinic acid,Glycerol tricaprylate,1
Xanthine,Citric acid,1
Xanthine,Pentanoic acid,1
13-Docosenamide,5-Methyluridine,-1
Hexanedioic acid,1-Monopalmitin,1
Hexanedioic acid,1-Octanol,1
1-Monopalmitin,D-Mannopyranose,-1
1-Monopalmitin,Pipecolic acid,-1
L-Norvaline,"Thymidine, 5'-phosphate",1
Pipecolic acid,1-Octanol,-1
Pyrrole-2-carboxylic acid,1-Octanol,-1
Pyrrole-2-carboxylic acid,Butanedioic acid,-1
Pyrrole-2-carboxylic acid,Menthol,-1
phenoxyethanol,Butyl caprylate,1
Myristic acid,2'-Deoxyribolactone,1
Myristic acid,"Hexadecanoic acid, 4-hydroxybutyl ester",1
Myristic acid,"Hexadecanoic acid, methyl ester",1
"Inosose-2, myo",1-Methyl-4-hydroxy-1H-imidazol-2-amine,1
"Inosose-2, myo",trans-Coniferryl alchool,1
Cyclo(L-prolyl-L-valine),1-Hexanol,-1
D-Glucose,Glycerol tricaprylate,1
Tetrahydrogeranyl formate,3-Undecene,1
Tetrahydrogeranyl formate,"Guanidine, N,N-dimethyl",1
Tetrahydrogeranyl formate,Pentanoic acid,1
"2,5-Di-tert-butyl-4-hydroxyphenol",Pimelic acid,1
5-Methyluridine,12-Oxooctadecanoate,-1
5-Methyluridine,Cyclohexanemethanol,-1
4-Pentenoic acid,Glycolic acid,1
2-Ethylacetoacetate,"2,3,4-Trihydroxybutyric acid",1
2-Ethylacetoacetate,8-Hydroxy-5-(hydroxymethyl)quinoline,1
2-Ethylacetoacetate,beta-D-(-)-Ribopyranose,1
2-Ethylacetoacetate,"Erythrono-1,4-lactone",1
2-Ethylacetoacetate,"Propanoic acid, 2-oxo",1
2-Ethylacetoacetate,Tricine,1
Aconitic acid,9-Octadecen-1-ol,1
"L-Valinamide, N(2),N(2)-dimethyl",Tyrosine,-1
Cyclohexanemethanol,3-(3-Hydroxyphenyl)propanoic acid,1
Cyclohexanemethanol,L-(-)-Sorbofuranose,-1
Ethyl glycolate,L-(+)-Lactic acid,1
"Guanidine, N,N-dimethyl",3-Undecene,1
"Guanidine, N,N-dimethyl",4-Hydroxybenzaldehyde,-1
"Guanidine, N,N-dimethyl","Acetamide, N-(2-butyl)-N-methyl-",1
"Guanidine, N,N-dimethyl","Hexadecanoic acid, 4-hydroxybutyl ester",1
"Guanidine, N,N-dimethyl",Menthol,1
Levulinic acid,N-Methyl-alpha-aminoisobutyric acid,-1
N-Acetyl glucosamine methoxime,Uridine,1
2-Hydroxy-3-methylbutyric acid,3-Aminobutanoic acid,1
2-Hydroxy-3-methylbutyric acid,2-tert-Butyl-4-ethylphenol ,1
2-Hydroxy-3-methylbutyric acid,Decanoic acid,1
2-Hydroxy-3-methylbutyric acid,Glycerol tricaprylate,1
Decanoic acid,3-Aminobutanoic acid,1
Decanoic acid,Glycerol tricaprylate,1
Butyl caprylate,"1,7-Dimethyl-4-(1-methylethyl)cyclodecane",1
Butyl caprylate,Arabinitol,1
Butyl caprylate,"cis,cis,cis-1-Isobutyl-2,5-dimethylcyclohexane",1
9-Octadecenoic acid,4-Pyridinol,-1
Pentanoic acid,3-Undecene,1
N-Acetylglucosamine,"(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile",1
Tyrosine,Phenylalanine,1
"2,3,4-Trihydroxybutyric acid","3-Hydroxy-2,3-dihydromaltol",1
"2,3,4-Trihydroxybutyric acid","Erythrono-1,4-lactone",1
"2,3,4-Trihydroxybutyric acid",Ribonic acid,1
4-Pyridinol,"2,3-Dihydroxy-2-methylpropanoic acid",-1
Cytosine,L-Serine,1
Dihydrouracil,Isonicotinic Acid,1
Dihydrouracil,"Propanoic acid, 2-oxo",1
2-tert-Butyl-4-ethylphenol ,Arabinitol,1
2-tert-Butyl-4-ethylphenol ,Lignoceric acid,1
2-tert-Butyl-4-ethylphenol ,Sebacic acid,1
"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl",Lignoceric acid,1
"Hexadecanoic acid, methyl ester",Sebacic acid,1
2'-Desoxyuridine,L-(+)-Lactic acid,-1
2'-Desoxyuridine,Thymidine,1
Butyl Succinate,"Hexadecanoic acid, 4-hydroxybutyl ester",1
Butyl Succinate,L-(+)-Lactic acid,1
Butyl Succinate,"Propanoic acid, 2-oxo",1
alpha-Tocopheryl acetate,L-Glutamine,1
alpha-Tocopheryl acetate,4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,-1
3-(3-Hydroxyphenyl)propanoic acid,Niacinamide,-1
Lactic Acid,L-(+)-Lactic acid,1
beta-D-(-)-Ribopyranose,"Erythrono-1,4-lactone",1
N-Methyl-alpha-aminoisobutyric acid,4-Hydroxybenzaldehyde,1
N-Methyl-alpha-aminoisobutyric acid,Palmitic Acid,-1
N-Methyl-alpha-aminoisobutyric acid,Phloretic acid,1
Niacinamide,"2,6-Di-O-methyl-d-galactopyranose",-1
Niacinamide,"2-Pentenedioic acid, 2-hydroxy-",1
"2-Pentenedioic acid, 2-hydroxy-","2,6-Di-O-methyl-d-galactopyranose",-1
"D-Erythro-Pentitol, 2-deoxy-",1-Hexanol,1
Phenylalanine,4-Hydroxybenzaldehyde,1
1-Octadecanol,Ethanamine,1
1-Octadecanol,"2-Furanacetaldehyde, tetrahydro-alpha",-1
1-Octadecanol,"Acetamide, N-(2-butyl)-N-methyl-",1
1-Octadecanol,d-Erythrotetrofuranose,1
N-Methyl-L-proline,L-Glutamine,1
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione","Propane, 2-methyl",1
Propanedioic acid,Campesterol,1
3-Undecene,1-Octanol,1
3-Undecene,"Hexadecanoic acid, 4-hydroxybutyl ester",1
3-Undecene,Menthol,1
Menthol,1-Octanol,1
Menthol,4-Hydroxybenzaldehyde,-1
4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,Nonanoic acid,1
L-(+)-Lactic acid,"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate",1
L-(+)-Lactic acid,Pimelic acid,1
L-(+)-Lactic acid,"Propanoic acid, 2-oxo",1
Tetrahydrolinalool,1-Octanol,1
Tetrahydrolinalool,4-Hydroxybenzaldehyde,-1
"N,N-Diethyl-2-aminoethanol",L-(-)-Sorbofuranose,-1
"2-Furanacetaldehyde, tetrahydro-alpha",beta-Arabinopyranose,1
"2-Furanacetaldehyde, tetrahydro-alpha",Dehydroabietic acid,-1
"2-Furanacetaldehyde, tetrahydro-alpha",Idoxuridine ,-1
Glycolic acid,"Propanoic acid, 2-oxo",1
Octadecyl octyl ether,"1,7-Dimethyl-4-(1-methylethyl)cyclodecane",1
Octadecyl octyl ether,d-Erythrotetrofuranose,1
"Azetidine, 1-acetyl-2-methyl",Hexacosanoic acid,1
Palmitic Acid,1-Octanol,1
Palmitic Acid,"Acetamide, N-(2-butyl)-N-methyl-",1
3-Hydroxyisovaleric acid,trans-Coniferryl alchool,1
"Erythrono-1,4-lactone",Idoxuridine ,1
2'-Deoxyribolactone,1-Methyl-4-hydroxy-1H-imidazol-2-amine,1
2'-Deoxyribolactone,d-Erythrotetrofuranose,1
2'-Deoxyribolactone,Glycerol tricaprylate,1
L-(-)-Sorbofuranose,Pimelic acid,-1
L-(-)-Sorbofuranose,Xylose,1
Idoxuridine ,"(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile",1
Idoxuridine ,"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate",1
Idoxuridine ,Tricine,1
Ketamine,"Butanoic acid, 3,4-dihydroxy-",1
4-Hydroxybenzaldehyde,1-Octanol,-1
Lignoceric acid,"beta-D-Galactopyranoside, methyl-, acetate",-1
Lignoceric acid,Phloretic acid,-1
1-Octanol,Sebacic acid,1
3-Deoxyhexitol,2-Palmitoylglycerol,-1
3-Deoxyhexitol,Phloretic acid,1
"Propane, 2-methyl","Acetamide, N-(2-butyl)-N-methyl-",1
D-Mannopyranose,"(2,2-Dimethyl-5-[2-(2-ethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol",-1
Tricine,d-Erythrotetrofuranose,1
2-Aminobutanoic acid,4-Coumaric acid,-1
L-Serine,L-(+)-Rhamnopyranose,-1
5-Hydroxymethyl-2-furoic acid,L-(+)-Rhamnopyranose,-1
L-Serine,L-Valine,1
4-Hydroxybenzaldehyde,L-Valine,1
4-Hydroxybenzeneacetic acid,L-Valine,1
D-(+)-Glucosamine,L-Valine,1
Menthol,L-Valine,-1
L-(-)-Sorbofuranose,Deoxyglucose,-1
Palmitelaidic acid,Vanillin,1
Niacinamide,L-Hydroxyproline,1
Arabinose,L-Hydroxyproline,-1
Pyrrole-2-carboxylic acid,L-Hydroxyproline,1
Octadecyl octyl ether,2-Hydroxy-5-methoxybenzaldehyde,1
Serine,"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",1
4-Hydroxybenzaldehyde,"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",1
Isocitric acid lactone,L-Aspartic acid,-1
Niacinamide,Methylsuccinic acid,1
17-alpha-Hydroxypregnenolone,Methylsuccinic acid,-1
"2,6-Di-O-methyl-d-galactopyranose",Methylsuccinic acid,-1
9H-Purin-6-ol,Methylsuccinic acid,1
Cyclohexanemethanol,Methylsuccinic acid,-1
D-(+)-Glucosamine,Methylsuccinic acid,1
Hydracrylic acid,Methylsuccinic acid,1
L-(-)-Sorbofuranose,Methylsuccinic acid,1
L-Glutamic acid,Methylsuccinic acid,1
N-Ethyldiethanolamine,Methylsuccinic acid,1
Pantothenic acid ,Methylsuccinic acid,1
Syringic acid,Methylsuccinic acid,-1
4-Hydroxybenzaldehyde,DL-Phenylalanine,1
L-Isoleucine,DL-Phenylalanine,1
Phenylalanine,DL-Phenylalanine,1
Uracil,DL-Phenylalanine,1
Syringaldehyde,"Gluconolactone (3R,4S,5R,6R)",1
Phenylalanine,L-Isoleucine,1
Serine,L-Isoleucine,1
Tyrosine,L-Isoleucine,1
Syringic acid,D-Fructose,-1
1-Tetradecanol,"2-Butenoic acid, 2-hydroxy-",1
"2',2,3,6'-Tetramethoxychalcone","2-Butenoic acid, 2-hydroxy-",-1
3-Deoxyhexitol,"2-Butenoic acid, 2-hydroxy-",1
Butyl Succinate,"2-Butenoic acid, 2-hydroxy-",1
Dodecanamide,"2-Butenoic acid, 2-hydroxy-",-1
"Hexadecanoic acid, 4-hydroxybutyl ester","2-Butenoic acid, 2-hydroxy-",1
"Xylonic acid, delta-lactone","2-Butenoic acid, 2-hydroxy-",1
Ethyl glycolate,1-Hexacosene,1
l-Leucyl-l-valine,"2,5-Dimethoxymandelic acid",1
"2-Allyl-1,4-dimethoxybenzene ","2,5-Dimethoxyphenol",1
2-Hydroxy-3-methylbutyric acid,"2,5-Dimethoxyphenol",1
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino","2,5-Dimethoxyphenol",1
L-Valyl-L-leucine,"2,5-Dimethoxyphenol",1
Syringaldehyde,"2,5-Dimethoxyphenol",1
3-Hexenedioic acid,"2-Allyl-1,4-dimethoxybenzene ",1
4-Pyridinol,"2-Allyl-1,4-dimethoxybenzene ",1
Syringaldehyde,"2-Allyl-1,4-dimethoxybenzene ",1
Cyclohexanecarboxylic acid,"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",1
"Hexadecanoic acid, 4-hydroxybutyl ester","2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",1
Methyl stearate,"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",1
Myristic acid,"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",1
Nonadecanoic acid,"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",1
Pentanoic acid,"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",1
"Propanoic acid, 2-hydroxy-3-phosphate-","2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",1
